date,News Sentiment,open,high,low,close,volume,TickerName
2022-01-28,0.8751146525686249,0.9770753566525647,2.765040367668734,0.9800133106234086,-13.07009398595159,3.947410970133556,KSCP
2022-01-31,0.7971274210300797,4.158263077987229,5.2111281081864975,4.669985268352414,-2.3426900806384507,6.489067079168316,KSCP
2022-02-01,0.7673878415280829,3.314577484516779,3.050890050102122,2.751322644741242,3.103201085667095,2.6892868338600113,KSCP
2022-02-02,0.8544079160145535,2.3682313246198605,1.906378470459863,1.9224603913412162,1.7173294575583125,1.773848089879027,KSCP
2022-02-03,0.8012752331656087,1.4772165777045927,1.567090171821944,1.679941435716764,0.5115429890152462,1.1653330526489332,KSCP
2022-02-04,0.8420828974583136,1.4693196110564024,1.2899687239666755,1.5605852712271602,-0.11899447863969857,0.323272202718453,KSCP
2022-02-07,1.187933402526122,1.4772165777045927,1.2506916683651415,1.4497019208834232,0.922442854350187,0.2466963774835542,KSCP
2022-02-08,1.1075887445926285,1.1007945008075402,0.8993802265958641,1.2163925458523048,0.4994288434314122,0.21220757473062932,KSCP
2022-02-09,1.1553504261239642,1.0481480564862737,0.9321111062638093,1.240951427434528,-0.03039722331711175,0.14621710255007953,KSCP
2022-02-10,1.2022651671141702,0.9876046455168179,0.8644672882833895,1.1592624475716586,0.27275044459141384,0.041445740336405024,KSCP
2022-02-11,1.0560208195584644,0.9928692899489444,0.7706387665686136,0.9401051280522963,0.7880649615422516,-0.0232044373323656,KSCP
2022-02-14,1.2635217891383876,1.007689264025381,1.2528519064232257,1.0721091165567447,-2.457385016523051,10.548926422500273,KSCP
2022-02-15,1.2413973989803528,1.2455722226910215,1.1415887361386579,1.3729554159389765,0.12264743762845691,2.4031787151110273,KSCP
2022-02-16,1.2274279729200557,1.2876893781480345,1.3816151870369218,1.554077167607871,-1.0376383094814279,5.339773175850297,KSCP
2022-02-17,1.2284499418344894,1.4851135443527823,1.233235199208904,1.5325881462234263,0.6550538391995739,0.5711673713087423,KSCP
2022-02-18,1.1429951275205614,1.2718954448516546,1.099038592570329,1.400614856320955,0.23337794645371765,0.09898203515917288,KSCP
2022-02-22,1.0531499315628527,1.1613379117769957,1.0477602144238818,1.3576061149500869,0.5653123885413047,-0.02198837966811805,KSCP
2022-02-23,0.9135861107511496,1.1060591452396666,0.9495675754200468,1.1273972987187244,0.7597642586437742,-0.026941817986305783,KSCP
2022-02-24,0.8355712322130208,0.7901804793120701,0.6615358343421299,0.9401051280522963,0.3812256945626188,-0.0501207084262198,KSCP
2022-02-25,0.6108891248197902,0.8479862751768202,0.807733763525618,1.0168516329967432,-0.6871675505544099,-0.005693580611855068,KSCP
2022-02-28,0.3128712376638283,0.9060026568188554,0.7642671553265868,1.0843885573478562,0.35797648548317684,-0.11830945665582548,KSCP
2022-03-01,0.06794508253787901,0.8928410457385388,0.7156508887264658,0.9861530310189642,0.36608372456197,-0.1320966330263843,KSCP
2022-03-02,0.050324312392220176,0.8138713792566398,0.6986308312991344,1.0061071223045206,-0.3947500624998263,-0.08090980636117273,KSCP
2022-03-03,-0.012776811429406941,0.8823117568742856,0.6746281862093079,0.918616106667851,0.4220532922257244,-0.07581189211001589,KSCP
2022-03-04,-0.001861304816852077,0.7506956460711204,0.5786176058500022,0.8848476444922944,0.07222335057663593,-0.10912885181611048,KSCP
2022-03-07,-0.16912565229785156,0.7243724239104875,0.56410691586388,0.7405642151967343,0.786989490784323,-0.08160385130640581,KSCP
2022-03-08,-0.30898052880316645,0.582227024243069,0.46087372139118127,0.6791670112411767,0.20307897720179754,-0.11180477028149095,KSCP
2022-03-09,-0.38749398875859864,0.6032856019715754,0.5022455532914638,0.6946084080359994,-0.42171562466567314,-0.05067588210829723,KSCP
2022-03-10,-0.3178766265037777,0.6085502464037019,0.454240263111811,0.6546081296589538,0.37985729705852606,-0.12686856588733716,KSCP
2022-03-11,-0.499129801448291,0.5269482577057396,0.41057726963477226,0.5747917645167291,0.47004024695927354,-0.12346637562529623,KSCP
2022-03-14,-0.17313259638788295,0.6059179241876387,0.6833564207874266,0.6702644166676209,-0.5381269054950012,2.4589300782834815,KSCP
2022-03-15,-0.3658158308745453,0.4953603911129799,0.4236914420883955,0.580931484912285,0.3185213360048941,0.08291765030635201,KSCP
2022-03-16,-0.41055117066699665,0.4716694911684102,0.5327943743148791,0.6054903664945079,-0.4113005716518818,0.5706968904149572,KSCP
2022-03-17,-0.4625377849116473,0.5058896799772331,0.43241967666651415,0.6453985490656203,0.04423967228407417,-0.09652815290800598,KSCP
2022-03-18,-0.5070494542413018,0.5348452243539293,0.42805555937745493,0.6423286888678426,0.05833428497801529,-0.09000898780332002,KSCP
2022-03-21,-0.6164413560675442,0.5243159354896761,0.4193273247993362,0.6116300868900636,0.23864783119934305,-0.11584464742008521,KSCP
2022-03-22,-0.5160300866273567,0.5058896799772331,0.5066096705805232,0.6372634195415088,-0.7251236874966466,-0.06705085907994716,KSCP
2022-03-23,-0.4292072828371635,0.6743583018052846,0.5633431953382947,0.7559442147876017,-0.4014976777786298,0.011971871584343319,KSCP
2022-03-24,-0.5237569726212655,0.6638290129410314,0.5458867261820572,0.8418696017234042,0.06422272876441283,-0.12914701985178,KSCP
2022-03-25,-0.5781244162034945,0.6743583018052846,0.5415007883065526,0.6638177102522874,0.6783706785069835,-0.09076063629941364,KSCP
2022-03-28,-0.24111691481767344,0.540109868786056,0.4258735007329253,0.617831204489575,0.23818626566537768,-0.1188921866311524,KSCP
2022-03-29,-0.09233877864724409,0.49799271332904316,0.37132203461968344,0.6024205062967299,-0.024408298781214026,-0.12687790700369292,KSCP
2022-03-30,0.10114504088500555,0.4900957466808532,0.41714526615480657,0.6054903664945079,0.11806869868926805,-0.04084311166167747,KSCP
2022-03-31,0.016492976951845286,0.4848311022487267,0.36036810022414445,0.580931484912285,0.12031790378220267,-0.14517186064536147,KSCP
2022-04-01,0.1510385208854896,0.4506109134399038,0.33392154945244484,0.42436861482561317,0.7201728691925356,-0.005724406295829081,KSCP
2022-04-04,0.3582581874414539,0.32689176928492825,0.3385911549517383,0.41822889443005756,-0.8199834412086052,0.14713393312039752,KSCP
2022-04-05,0.33600623305726995,0.43744930235958707,0.35386556546344605,0.4949753993745044,0.2996920099437391,0.004361508404031817,KSCP
2022-04-06,0.1919404205652465,0.3742735691740679,0.2534908678150811,0.36966370610121163,0.6364615768478092,-0.07490175600641952,KSCP
2022-04-07,0.11477230934143307,0.2663483583154724,0.1989394017018393,0.27087560493671947,0.42826009222031314,-0.10023922275087743,KSCP
2022-04-08,0.00078698672221203,0.2874069360439788,0.18148293254560188,0.27087560493671947,0.18695941178876765,-0.13236145367507013,KSCP
2022-04-11,0.13475824912064538,0.17421708075325656,0.1378417596550084,0.23710714276116301,-0.304625973280951,-0.14489349537795979,KSCP
2022-04-12,0.12572301564268087,0.22423120285845946,0.1291135250768897,0.25153548569071893,0.30854423855950436,-0.15173212666201277,KSCP
2022-04-13,0.08201317859167769,0.1610554696729402,0.16839058067842375,0.25245644375005233,-0.4910630387928042,-0.12900721447698876,KSCP
2022-04-14,0.12990817547940176,0.2505544250190924,0.3014306962353979,0.3414823894856107,-0.96568029545918,-0.07339207591805587,KSCP
2022-04-18,0.7471635416522098,0.3637442803098147,0.27967557154943723,0.4826959585833929,0.08223508959996893,-0.16609642833808505,KSCP
2022-04-19,0.8206069299120673,0.3505826692294982,0.24694469188149204,0.3537618302767222,0.6601837098624354,-0.12815561603588851,KSCP
2022-04-20,0.9730018340956974,0.2531867472351559,0.1860652556991142,0.3353733676920328,0.12693077405543937,-0.1564349116913209,KSCP
2022-04-21,0.9471075780658653,0.2992523860162637,0.2338523400143141,0.3015742069144984,-0.04504618896594923,-0.0825913629904824,KSCP
2022-04-22,0.8860709021279345,0.24265745837090266,0.14438793558859747,0.28011588413203087,0.18097286916223015,-0.15518320209964886,KSCP
2022-04-25,1.193761445470933,0.1979079806978265,0.11798502598978833,0.26166602434338604,0.15035045523894122,-0.15346396963437095,KSCP
2022-04-26,1.3106848594284253,0.2558190694512191,0.19239322576825021,0.26439819991940827,-0.48399058221655544,-0.10305541364686693,KSCP
2022-04-27,1.3825843637046416,0.2584513916672824,0.1712272569163123,0.28315504572783096,0.2639975397188841,-0.13046800938975728,KSCP
2022-04-28,1.228832149477856,0.21633423621026948,0.14438793558859747,0.23710714276116301,0.2567015216901469,-0.1350649284337001,KSCP
2022-04-29,1.0987723312266569,0.1610554696729402,0.10947499727612267,0.25245644375005233,0.026766599147538258,-0.17140545181888212,KSCP
2022-05-02,0.7848370478367266,0.16632011410506684,0.14875205287765672,0.25245644375005233,-0.4366323927465673,-0.1508851987790904,KSCP
2022-05-03,0.8103128918189753,0.23212816950664944,0.18763633792317558,0.3261637870986991,-0.4134969747602758,-0.16669877465775906,KSCP
2022-05-04,0.8335430926696298,0.3005685471242953,0.20330351899089855,0.3537618302767222,0.0397691898499927,-0.16632824370898053,KSCP
2022-05-05,0.8184421490574509,0.24792210280302918,0.14875205287765672,0.28775983602449795,0.5090352542354593,-0.16668491866849802,KSCP
2022-05-06,0.7573168502812558,0.15579082524081359,0.16561936619987114,0.24938658355227453,-0.3702266471645127,-0.14704537721578204,KSCP
2022-05-09,0.800221736970948,0.26108371388334567,0.16293543406709968,0.26780574473894164,0.5050514474618698,-0.1542853651325876,KSCP
2022-05-10,0.7920746720159485,0.1794817251853833,0.12479304896072094,0.24017700295894082,0.06366918990308025,-0.1669958221578723,KSCP
2022-05-11,0.7173191945728434,0.15842314745687686,0.10146684205069884,0.24020770156091867,0.045772820702084334,-0.16266839432079316,KSCP
2022-05-12,0.7151359130944455,0.12946760308018052,0.05165044319608632,0.11738259504782587,0.3466356465424883,-0.13743617082061016,KSCP
2022-05-13,0.8388459812038034,0.12157063643199055,0.08067182316833096,0.17877979900338342,-0.10875498414436933,-0.15398862900301957,KSCP
2022-05-16,1.0600643145063413,0.15315850302475023,0.07019794167458852,0.18184965920116122,0.10665781002406598,-0.17953829477402586,KSCP
